iter	Logloss
201	0.2168808351
202	0.2161306275
203	0.2153537023
204	0.2147353448
205	0.2138606386
206	0.2133549019
207	0.2126385649
208	0.2117153196
209	0.2108548692
210	0.2100575739
211	0.2090369973
212	0.2082674918
213	0.2076347825
214	0.2066823987
215	0.2058889037
216	0.2052378673
217	0.2045703047
218	0.2039756516
219	0.2030806754
220	0.2023105464
221	0.2014842094
222	0.2009448004
223	0.2000114014
224	0.1993179621
225	0.1986240198
226	0.1980328998
227	0.1970216174
228	0.1962903901
229	0.1957289598
230	0.1951796694
231	0.1947074151
232	0.1941885325
233	0.1934502759
234	0.192672896
235	0.1920573979
236	0.1914576203
237	0.1907122275
238	0.1898756678
239	0.1891511961
240	0.188711186
241	0.1880030147
242	0.187587699
243	0.1871732565
244	0.1866056301
245	0.1857832282
246	0.185311352
247	0.1848040373
248	0.1842422703
249	0.1834234315
250	0.1827505502
251	0.1822101953
252	0.1815858257
253	0.1810052233
254	0.1804299092
255	0.1796591712
256	0.179190386
257	0.1787409861
258	0.178354798
259	0.1778776405
260	0.1774734001
261	0.1769795077
262	0.1765914631
263	0.1760082092
264	0.1754420976
265	0.1746477026
266	0.1738537841
267	0.1734003871
268	0.1728016219
269	0.1721170873
270	0.1713052427
271	0.1709067588
272	0.1704166778
273	0.1698341786
274	0.1693564309
275	0.1687294117
276	0.16794163
277	0.1673985346
278	0.1668721407
279	0.1663575304
280	0.1660094575
281	0.1655180195
282	0.1650721476
283	0.1644054065
284	0.1638425283
285	0.163400896
286	0.1628791353
287	0.1624783654
288	0.1621519608
289	0.1616300724
290	0.1610576016
291	0.1605889369
292	0.1602618287
293	0.1595699086
294	0.1592756197
295	0.1588004509
296	0.1583515473
297	0.1576585869
298	0.1572858936
299	0.1568606766
300	0.1564517332
301	0.1560341736
302	0.1554353492
303	0.1550099185
304	0.1546324012
305	0.1542078382
306	0.1538546538
307	0.1536797805
308	0.153274676
309	0.1529822373
310	0.1525905247
311	0.1522094403
312	0.1517753043
313	0.1512365805
314	0.1507425056
315	0.1502531086
316	0.149843083
317	0.1494676922
318	0.1489815954
319	0.1484969022
320	0.1482052756
321	0.1478621672
322	0.1474107244
323	0.147036339
324	0.1467434259
325	0.1463448077
326	0.1458887812
327	0.1454107265
328	0.1450311737
329	0.1445945742
330	0.1441488759
331	0.1438457078
332	0.1433567597
333	0.1430165931
334	0.1427436025
335	0.1423219003
336	0.1416620359
337	0.1413198979
338	0.1408473877
339	0.1403935017
340	0.1398820101
341	0.1394665102
342	0.138950698
343	0.1384776943
344	0.1380658553
345	0.1378263397
346	0.1373467012
347	0.1369504106
348	0.1365084961
349	0.1361260133
350	0.1356986773
351	0.1353438152
352	0.1350507001
353	0.1346919383
354	0.1342279868
355	0.1339416642
356	0.1335339633
357	0.1330994533
358	0.1328531541
359	0.1326082793
360	0.1323298932
361	0.1321185653
362	0.1317709744
363	0.1314259213
364	0.1309312285
365	0.1305881481
366	0.130234814
367	0.129936808
368	0.1295708791
369	0.129119872
370	0.1288939142
371	0.1285771706
372	0.1281782026
373	0.1280176536
374	0.1278212754
375	0.1275231342
376	0.1271422301
377	0.1268633542
378	0.1266131415
379	0.1263295835
380	0.125995018
381	0.1257446995
382	0.1254060485
383	0.1250961237
384	0.1249151561
385	0.1246422379
386	0.124351871
387	0.1238915067
388	0.1236420706
389	0.1232967341
390	0.1229523816
391	0.1225350222
392	0.1223619038
393	0.1220574005
394	0.1217206392
395	0.1214745351
396	0.1211901113
397	0.1208812652
398	0.1206294648
399	0.1203692446
400	0.1201483331
401	0.1199105804
402	0.1195598236
403	0.119322905
404	0.1190425406
405	0.1187752415
406	0.1184565997
407	0.1181483372
408	0.1180603229
409	0.1178863993
410	0.1175818415
411	0.1172514256
412	0.1170690061
413	0.1167612456
414	0.1165023268
415	0.1162808003
416	0.1160736757
417	0.1157514294
418	0.1154661578
419	0.1152639246
420	0.1150226851
421	0.1148633474
422	0.1145074293
423	0.1142822791
424	0.1141086793
425	0.1138547567
426	0.1135817804
427	0.1132172929
428	0.1129431827
429	0.1126458402
430	0.1123652751
431	0.1121853499
432	0.1119177406
433	0.1116347104
434	0.1113141574
435	0.1110201425
436	0.1107103269
437	0.1105454146
438	0.1103123707
439	0.1101375902
440	0.1099203142
441	0.1096617735
442	0.1094429591
443	0.1092370103
444	0.1089960977
445	0.1086768196
446	0.1084219661
447	0.1080537824
448	0.1078076532
449	0.1076065008
450	0.1074607052
451	0.1071796766
452	0.1069340239
453	0.1066471859
454	0.1064276588
455	0.1060922469
456	0.1058378489
457	0.1056646748
458	0.1053039952
459	0.1050604399
460	0.1048337976
461	0.1046842643
462	0.1044727877
463	0.1042701591
464	0.1039758497
465	0.1038742585
466	0.1038290115
467	0.1037024317
468	0.1034047999
469	0.1032481069
470	0.1029472623
471	0.1026932714
472	0.1024180361
473	0.1022929605
474	0.1020173104
475	0.1017799727
476	0.1015104827
477	0.101263224
478	0.1009857697
479	0.1007978005
480	0.1005126451
481	0.1003401409
482	0.1001196479
483	0.09991510629
484	0.09970299216
485	0.0994258869
486	0.09916678807
487	0.09895900517
488	0.09872234135
489	0.09854956156
490	0.09837487474
491	0.09813717692
492	0.09788257529
493	0.09766800587
494	0.09750943821
495	0.09722815209
496	0.09704108868
497	0.09684351187
498	0.09665629795
499	0.09644085031
500	0.0963204595
501	0.09616990196
502	0.09589874425
503	0.09568479689
504	0.09553042262
505	0.09541746895
506	0.09521903222
507	0.094966475
508	0.09470481412
509	0.09446333526
510	0.09428215428
511	0.0941851961
512	0.09401604425
513	0.0938511523
514	0.09367961149
515	0.09341614008
516	0.09338000597
517	0.0932360252
518	0.09302367186
519	0.09297261549
520	0.09283336512
521	0.09273111277
522	0.09242612279
523	0.09217646728
524	0.09196505662
525	0.09176788736
526	0.0915411143
527	0.09132100369
528	0.09110553605
529	0.09105083006
530	0.09087063623
531	0.09062640126
532	0.09052143215
533	0.09034671789
534	0.08994062303
535	0.08975611268
536	0.08950551067
537	0.08931538004
538	0.08916734116
539	0.0891381386
540	0.08905780984
541	0.08885066654
542	0.08860156051
543	0.0884541354
544	0.08827224445
545	0.08801898486
546	0.08783620064
547	0.08762243276
548	0.08744078385
549	0.08729004318
550	0.08716470421
551	0.08695506387
552	0.08690620183
553	0.08674878947
554	0.08665034947
555	0.08651494653
556	0.08636319533
557	0.08616446054
558	0.08603267105
559	0.08598669643
560	0.08582937701
561	0.08566420167
562	0.08538923874
563	0.08529268978
564	0.08513684076
565	0.08497387604
566	0.08493102535
567	0.08472959548
568	0.08458620195
569	0.08448593711
570	0.08426740931
571	0.08396948512
572	0.08394418935
573	0.08377237466
574	0.08355744546
575	0.08336827424
576	0.083151408
577	0.08300285499
578	0.08290934456
579	0.0827321587
580	0.08261238457
581	0.08249947672
582	0.08221601625
583	0.08207139879
584	0.08191761554
585	0.08169063661
586	0.08167101651
587	0.08162580899
588	0.08144430613
589	0.08123998729
590	0.0811763217
591	0.08105528882
592	0.08097753404
593	0.08082794139
594	0.08061785962
595	0.080458241
596	0.08023620656
597	0.08021171163
598	0.08003551615
599	0.07989535239
600	0.07984394291
601	0.07980050253
602	0.07962410899
603	0.07949325374
604	0.07934809617
605	0.07919184123
606	0.07901923582
607	0.07887423682
608	0.07873643501
609	0.07867387617
610	0.07852753155
611	0.07836921745
612	0.07834311924
613	0.07821821136
614	0.07803004501
615	0.07785633782
616	0.07773889422
617	0.07758159321
618	0.07738322306
619	0.07729161275
620	0.07709094543
621	0.07695856905
622	0.07673286267
623	0.07652973302
624	0.0764085688
625	0.07629035822
626	0.07626413125
627	0.0760669498
628	0.07595958076
629	0.07582885374
630	0.07572162686
631	0.07570624668
632	0.07556900231
633	0.07549631238
634	0.07539819889
635	0.07533074502
636	0.07516980853
637	0.07497301716
638	0.07482342546
639	0.07468825392
640	0.07448422177
641	0.07434240489
642	0.07422478097
643	0.07408097193
644	0.07390626209
645	0.07375304029
646	0.07360227192
647	0.07358940408
648	0.07350875637
649	0.07334582456
650	0.0732347126
651	0.07308164551
652	0.0729283661
653	0.07276131744
654	0.07269038883
655	0.07261070324
656	0.07257961304
657	0.07245252949
658	0.07240311587
659	0.07233548687
660	0.07220565969
661	0.07217026085
662	0.07207337881
663	0.0719931879
664	0.07181591965
665	0.07168843198
666	0.07151008107
667	0.07143107739
668	0.07140463888
669	0.07138656956
670	0.07121412484
671	0.07109239138
672	0.07100191119
673	0.07086566723
674	0.07084756091
675	0.07074714472
676	0.07065239177
677	0.07062133017
678	0.07050306074
679	0.07038203662
680	0.07030519889
681	0.0701525117
682	0.07001348119
683	0.06986985476
684	0.0698489712
685	0.06970561012
686	0.06954769446
687	0.06942691082
688	0.06929730255
689	0.06923712435
690	0.06916677459
691	0.06902218021
692	0.0689163314
693	0.06873652329
694	0.06858070705
695	0.06837170674
696	0.06826729868
697	0.06821449839
698	0.06807513929
699	0.0680128226
700	0.06789290877
701	0.06772272652
702	0.06770152694
703	0.06763705516
704	0.06759082086
705	0.06748675036
706	0.06741741909
707	0.06724089858
708	0.06720083602
709	0.06713400141
710	0.06696223421
711	0.06680426122
712	0.06663321485
713	0.06648435113
714	0.06634716842
715	0.06619295494
716	0.06611638329
717	0.06609054075
718	0.0659666315
719	0.06593112848
720	0.06578323027
721	0.06564412726
722	0.06562999731
723	0.06559765695
724	0.06553495985
725	0.06536747612
726	0.06520293612
727	0.0651691554
728	0.06504338063
729	0.06489365794
730	0.06477437223
731	0.06473686004
732	0.06460887967
733	0.06455647779
734	0.06449249599
735	0.06434291914
736	0.06414283573
737	0.06398055044
738	0.06396702087
739	0.06393364687
740	0.06375910926
741	0.06364093932
742	0.06344077041
743	0.06333784334
744	0.06319314502
745	0.06316343597
746	0.06314337767
747	0.06311534524
748	0.06299326752
749	0.06288475976
750	0.06274926527
751	0.06270466721
752	0.06260378228
753	0.06259320759
754	0.06250738905
755	0.0623617903
756	0.06228302236
757	0.06225957469
758	0.06216138937
759	0.06205343212
760	0.06194814574
761	0.06183374623
762	0.06178576293
763	0.06165585747
764	0.06150408835
765	0.06143468315
766	0.06132912648
767	0.06125096019
768	0.06121816647
769	0.06108368136
770	0.06099335428
771	0.06085677997
772	0.06076176975
773	0.06068432141
774	0.06049660403
775	0.06042792443
776	0.06037041719
777	0.06026019492
778	0.06013493307
779	0.06003186329
780	0.05999923804
781	0.05991202596
782	0.05973607186
783	0.05965905662
784	0.05953542718
785	0.05945141488
786	0.05937621958
787	0.05928728
788	0.05919244629
789	0.0590586784
790	0.05893294367
791	0.05879263407
792	0.05866913448
793	0.05856276225
794	0.05846699027
795	0.05845126204
796	0.05838533265
797	0.05826771421
798	0.05824949356
799	0.05814254032
800	0.05811681967
801	0.05801396
802	0.05788425841
803	0.05775713189
804	0.05763426429
805	0.05753541572
806	0.05747730328
807	0.05740629487
808	0.05735897432
809	0.05725087147
810	0.05718240655
811	0.05707665614
812	0.05696452668
813	0.05688010735
814	0.0567741724
815	0.05669594505
816	0.05659938521
817	0.05644986314
818	0.05637209679
819	0.05632602632
820	0.05631447946
821	0.056179726
822	0.05609127789
823	0.05601921284
824	0.05600037302
825	0.05590746302
826	0.05589221151
827	0.05587062769
828	0.05569697914
829	0.05565831934
830	0.05559067708
831	0.05549640825
832	0.05537693165
833	0.05527664206
834	0.05523019885
835	0.05521872461
836	0.05519940917
837	0.05519203216
838	0.05516446836
839	0.05515176455
840	0.05502797279
841	0.05492326056
842	0.0548648127
843	0.05477469677
844	0.05465607197
845	0.05454136465
846	0.05443486006
847	0.05438847508
848	0.05427763539
849	0.05422794536
850	0.05415012335
851	0.05395869647
852	0.0539059946
853	0.05388690601
854	0.05377241082
855	0.05365365405
856	0.0536281763
857	0.05352191502
858	0.05346971821
859	0.05344848771
860	0.05339867993
861	0.05331246073
862	0.05318950001
863	0.0531490095
864	0.05301942346
865	0.05295633246
866	0.05293883851
867	0.05288154479
868	0.05281899189
869	0.0527258854
870	0.0526199054
871	0.05260664803
872	0.0525163441
873	0.0524042142
874	0.05232338454
875	0.05225562995
876	0.05216204518
877	0.05206194186
878	0.05199999663
879	0.05188721086
880	0.05180678241
881	0.05168194641
882	0.05160684187
883	0.05156511122
884	0.05148501635
885	0.05135125227
886	0.05123329749
887	0.05118263753
888	0.05109933927
889	0.05101564249
890	0.05088122118
891	0.05079345074
892	0.05070177141
893	0.05062538278
894	0.05054770761
895	0.05045073675
896	0.05037395102
897	0.05035829619
898	0.05035017576
899	0.05030082418
900	0.05024948219
901	0.05022326534
902	0.05013808394
903	0.05003011449
904	0.0499431448
905	0.04985024183
906	0.04983713972
907	0.04973834295
908	0.04969221839
909	0.04966876151
910	0.04958597881
911	0.04953067805
912	0.04946155548
913	0.04940802927
914	0.04931992143
915	0.04923485503
916	0.04918477359
917	0.04914524391
918	0.04913093482
919	0.04909992286
920	0.04908839069
921	0.04897250885
922	0.04896225993
923	0.04895440329
924	0.04888676456
925	0.04887252206
926	0.04885338386
927	0.04878895551
928	0.04877104045
929	0.04870776615
930	0.04868900218
931	0.04856186294
932	0.04855277799
933	0.04849352826
934	0.04848191712
935	0.04837346022
936	0.04827862946
937	0.04827054864
938	0.04817484543
939	0.04811088885
940	0.04808688513
941	0.04796874359
942	0.04791819614
943	0.04790379536
944	0.04787722417
945	0.04778055126
946	0.04768097113
947	0.04757635586
948	0.04747024471
949	0.04745672745
950	0.04743652289
951	0.04733464784
952	0.04724472695
953	0.04714310243
954	0.04710349125
955	0.04701372638
956	0.04691432448
957	0.04680072497
958	0.04677695835
959	0.04674271878
960	0.04662719475
961	0.04661150943
962	0.04654794371
963	0.0464740138
964	0.04646053907
965	0.0463390166
966	0.04627942091
967	0.04619108725
968	0.04612967006
969	0.04599609989
970	0.04592807331
971	0.04590187037
972	0.04578503564
973	0.04567988122
974	0.0456718205
975	0.04559849757
976	0.04558895724
977	0.04557149058
978	0.04547529333
979	0.0454631855
980	0.04537180716
981	0.04527918721
982	0.04526843159
983	0.04520964305
984	0.04516475043
985	0.04508220677
986	0.04501151979
987	0.04497283999
988	0.04495661534
989	0.04483903661
990	0.04482969886
991	0.04476847125
992	0.04475562415
993	0.04473939208
994	0.04465867413
995	0.04459452427
996	0.04458499062
997	0.04454264779
998	0.0444709571
999	0.04438827528
